layer_idx,layer_magnitude,token_rank,token,steering_score,antipodal_score,score_ratio,normalized_score
-5,0.31622797,17,comment,1.1015469,0.31129032373428345,3.538648,3.4833949
-5,0.31622797,18,მთელი,1.0908841,0.0,109088410.0,3.449676
-5,0.31622797,19,moon,1.0818522,0.0,108185224.0,3.4211147
-5,0.31622797,20,Mocks,1.0818213,0.0,108182136.0,3.4210172
-5,0.31622797,21,niba,1.0738337,0.0,107383370.0,3.3957582
-5,0.31622797,22,yavuze,1.0724019,0.0,107240190.0,3.3912303
-5,0.31622797,23,acienda,1.0590665,0.0,105906660.0,3.3490603
-5,0.31622797,24,ონ,1.0537825,0.347018301486969,3.036677,3.3323505
-5,0.31622797,25,Oval,1.0532308,0.5697762966156006,1.8484987,3.330606
-5,0.31622797,26,/api,1.0486772,0.0,104867720.0,3.3162062
-5,0.31622797,27,дзей,1.0456852,0.0,104568520.0,3.3067448
-5,0.31622797,28,gennaio,1.0446818,0.0,104468180.0,3.3035717
-5,0.31622797,29,মন,1.0414902,0.38319218158721924,2.7179317,3.293479
-5,0.31622797,30,slí,1.0393252,0.0,103932530.0,3.2866328
-5,0.31622797,31,iterable,1.0392992,0.0,103929930.0,3.2865508
-5,0.31622797,32,Naken,1.0364767,0.0,103647670.0,3.277625
-5,0.31622797,33,ήμερα,1.032072,0.0,103207190.0,3.263696
-5,0.31622797,34,ჩემი,1.0230343,0.0,102303430.0,3.2351165
-5,0.31622797,35,milioane,1.0211587,0.0,102115870.0,3.229185
-5,0.31622797,36,Economía,1.0208331,0.0,102083310.0,3.2281556
-5,0.31622797,37,(Calendar,1.0183218,0.0,101832180.0,3.2202141
-5,0.31622797,38,όμε,1.0126612,0.0,101266120.0,3.202314
-5,0.31622797,39,macchina,1.0123303,0.0,101233030.0,3.2012675
-5,0.31622797,40,անքի,1.0117898,0.0,101178984.0,3.1995583
-5,0.31622797,41,MDB,1.010048,0.6446857452392578,1.5667293,3.1940503
-5,0.31622797,42,Shine,1.0094328,0.0,100943280.0,3.1921046
-5,0.31622797,43,AV无码,1.0074168,0.0,100741690.0,3.1857297
-5,0.31622797,44,.drawable,1.0071996,0.0,100719970.0,3.1850429
-5,0.31622797,45,.Minute,1.0066333,0.0,100663330.0,3.1832519
-5,0.31622797,46,Mona,1.0063186,0.0,100631860.0,3.1822567
-5,0.31622797,47,inúmeras,1.0023292,0.0,100232920.0,3.1696413
-5,0.31622797,48,abay,0.99912584,0.09740827232599258,10.257093,3.1595113
-5,0.31622797,49,joe,0.9966558,0.0,99665580.0,3.1517005
-5,0.31622797,50,जुलाई,0.9944492,0.0,99444920.0,3.1447225
-6,0.31622759,1,ადამიან,1.3058697,0.0,130586970.0,4.1295247
-6,0.31622759,2,乱子伦,1.2086985,0.0,120869850.0,3.8222425
-6,0.31622759,3,ҭазаара,1.1946732,0.0,119467320.0,3.7778904
-6,0.31622759,4,Providing,1.1671219,0.0,116712190.0,3.6907656
-6,0.31622759,5,detailed,1.1635604,0.0,116356040.0,3.6795032
-6,0.31622759,6,তথ্য,1.1384807,0.0,113848060.0,3.600194
-6,0.31622759,7,Writing,1.1262058,0.0,112620584.0,3.5613775
-6,0.31622759,8,খবর,1.1180382,0.0,111803816.0,3.5355492
-6,0.31622759,9,、更,1.1119741,0.0,111197416.0,3.516373
-6,0.31622759,10,Finding,1.1066892,0.0,110668920.0,3.4996605
-6,0.31622759,11,मामलों,1.100959,0.0,110095896.0,3.48154
-6,0.31622759,12,finding,1.0907991,0.0,109079910.0,3.4494116
-6,0.31622759,13,સમાચાર,1.079468,0.0,107946800.0,3.4135795
-6,0.31622759,14,Providing,1.0732653,0.0,107326536.0,3.3939648
-6,0.31622759,15,Here's,1.0727558,0.0,107275580.0,3.3923538
-6,0.31622759,16,Detailed,1.0708202,0.0,107082024.0,3.3862329
-6,0.31622759,17,Here's,1.0653828,0.0,106538290.0,3.3690383
-6,0.31622759,18,People,1.0578957,0.0,105789570.0,3.3453617
-6,0.31622759,19,সংবাদ,1.0505955,0.0,105059550.0,3.3222766
-6,0.31622759,20,-reading,1.0494884,0.0,104948840.0,3.3187757
-6,0.31622759,21,、有,1.0479751,0.0,104797500.0,3.31399
-6,0.31622759,22,text,1.0354302,0.6834561824798584,1.5149913,3.2743196
-6,0.31622759,23,people,1.0337245,0.0,103372456.0,3.268926
-6,0.31622759,24,finding,1.0331613,0.0,103316130.0,3.2671447
-6,0.31622759,25,яңылыҡтар,1.0321032,0.0,103210320.0,3.2637987
